Date,Close
3/3/2014 16:00:00,50.11
3/4/2014 16:00:00,50.97
3/5/2014 16:00:00,50.53
3/6/2014 16:00:00,50.59
3/7/2014 16:00:00,49.24
3/10/2014 16:00:00,47.77
3/11/2014 16:00:00,46.88
3/12/2014 16:00:00,48.3
3/13/2014 16:00:00,47.56
3/14/2014 16:00:00,46.19
3/17/2014 16:00:00,46.8
3/18/2014 16:00:00,48.01
3/19/2014 16:00:00,47.17
3/20/2014 16:00:00,46.98
3/21/2014 16:00:00,45.78
3/24/2014 16:00:00,44.03
3/25/2014 16:00:00,44.09
3/26/2014 16:00:00,42.59
3/27/2014 16:00:00,41.46
3/28/2014 16:00:00,42.47
3/31/2014 16:00:00,41.69
4/1/2014 16:00:00,43.39
4/2/2014 16:00:00,46.06
4/3/2014 16:00:00,45.08
4/4/2014 16:00:00,42.45
4/7/2014 16:00:00,41.5
4/8/2014 16:00:00,43.09
4/9/2014 16:00:00,43.39
4/10/2014 16:00:00,40.84
4/11/2014 16:00:00,40.76
4/14/2014 16:00:00,39.62
4/15/2014 16:00:00,38.78
4/16/2014 16:00:00,39.82
4/17/2014 16:00:00,39.62
4/21/2014 16:00:00,40.88
4/22/2014 16:00:00,43.73
4/23/2014 16:00:00,41.6
4/24/2014 16:00:00,41.57
4/25/2014 16:00:00,39.97
4/28/2014 16:00:00,39.7
4/29/2014 16:00:00,41.38
4/30/2014 16:00:00,41.58
5/1/2014 16:00:00,41.55
5/2/2014 16:00:00,42.18
5/5/2014 16:00:00,43.32
5/6/2014 16:00:00,41.46
5/7/2014 16:00:00,40.27
5/8/2014 16:00:00,35.72
5/9/2014 16:00:00,36.45
5/12/2014 16:00:00,36.93
5/13/2014 16:00:00,38.03
5/14/2014 16:00:00,38.12
5/15/2014 16:00:00,37.72
5/16/2014 16:00:00,38.31
5/19/2014 16:00:00,39.22
5/20/2014 16:00:00,39.06
5/21/2014 16:00:00,39.89
5/22/2014 16:00:00,40.98
5/23/2014 16:00:00,41.46
5/27/2014 16:00:00,42.31
5/28/2014 16:00:00,42.05
5/29/2014 16:00:00,42.05
5/30/2014 16:00:00,41.55
6/2/2014 16:00:00,40.94
6/3/2014 16:00:00,40.99
6/4/2014 16:00:00,40.8
6/5/2014 16:00:00,41.38
6/6/2014 16:00:00,41.63
6/9/2014 16:00:00,41.06
6/10/2014 16:00:00,40.46
