Date,Close
6/11/2014 16:00:00,40.89
6/12/2014 16:00:00,40.7
6/13/2014 16:00:00,41.28
6/16/2014 16:00:00,44.92
6/17/2014 16:00:00,46.33
6/18/2014 16:00:00,45.42
6/19/2014 16:00:00,45.56
6/20/2014 16:00:00,45.92
6/23/2014 16:00:00,47.44
6/24/2014 16:00:00,46.5
6/25/2014 16:00:00,47.38
6/26/2014 16:00:00,47.12
6/27/2014 16:00:00,47.81
6/30/2014 16:00:00,48.01
7/1/2014 16:00:00,47.94
7/2/2014 16:00:00,45.89
7/3/2014 16:00:00,45.85
7/7/2014 16:00:00,44.53
7/8/2014 16:00:00,43.81
7/9/2014 16:00:00,44.61
7/10/2014 16:00:00,43.89
7/11/2014 16:00:00,43.63
7/14/2014 16:00:00,45.34
7/15/2014 16:00:00,43.92
7/16/2014 16:00:00,43.43
7/17/2014 16:00:00,43.08
7/18/2014 16:00:00,44
7/21/2014 16:00:00,44.11
7/22/2014 16:00:00,43.92
7/23/2014 16:00:00,44.5
7/24/2014 16:00:00,44.71
7/25/2014 16:00:00,44.71
7/28/2014 16:00:00,44.96
7/29/2014 16:00:00,45
7/30/2014 16:00:00,45.78
7/31/2014 16:00:00,44.66
8/1/2014 16:00:00,46.65
8/4/2014 16:00:00,47.7
8/5/2014 16:00:00,47.7
8/6/2014 16:00:00,49.79
8/7/2014 16:00:00,50.48
8/8/2014 16:00:00,49.63
8/11/2014 16:00:00,51.86
8/12/2014 16:00:00,51.99
8/13/2014 16:00:00,52.06
8/14/2014 16:00:00,52.28
8/15/2014 16:00:00,52.4
8/18/2014 16:00:00,51.99
8/19/2014 16:00:00,51.35
8/20/2014 16:00:00,51.14
8/21/2014 16:00:00,50.87
8/22/2014 16:00:00,51.36
8/25/2014 16:00:00,52.51
8/26/2014 16:00:00,52.35
8/27/2014 16:00:00,52.65
8/28/2014 16:00:00,52.77
8/29/2014 16:00:00,53.94
9/2/2014 16:00:00,56.82
9/3/2014 16:00:00,56.24
9/4/2014 16:00:00,57.21
9/5/2014 16:00:00,55.48
9/8/2014 16:00:00,56.42
9/9/2014 16:00:00,55.7
9/10/2014 16:00:00,56.22
9/11/2014 16:00:00,56.06
9/12/2014 16:00:00,55.84
9/15/2014 16:00:00,50.77
9/16/2014 16:00:00,52.15
9/17/2014 16:00:00,52.28
9/18/2014 16:00:00,52.76
9/19/2014 16:00:00,51.86
9/22/2014 16:00:00,50.01
9/23/2014 16:00:00,50.08
9/24/2014 16:00:00,50.43
9/25/2014 16:00:00,49.39
9/26/2014 16:00:00,49.32
9/29/2014 16:00:00,49.05
9/30/2014 16:00:00,48.54
10/1/2014 16:00:00,48.05
10/2/2014 16:00:00,50.28
10/3/2014 16:00:00,51.04
10/6/2014 16:00:00,52.12
10/7/2014 16:00:00,51.91
10/8/2014 16:00:00,51.86
10/9/2014 16:00:00,51.4
10/10/2014 16:00:00,47.38
10/13/2014 16:00:00,44.92
10/14/2014 16:00:00,45.41
10/15/2014 16:00:00,45.94
10/16/2014 16:00:00,45.27
10/17/2014 16:00:00,45.5
10/20/2014 16:00:00,46.09
10/21/2014 16:00:00,47.07
10/22/2014 16:00:00,46.22
10/23/2014 16:00:00,47.06
10/24/2014 16:00:00,47.05
10/27/2014 16:00:00,44.33
10/28/2014 16:00:00,48.55
10/29/2014 16:00:00,47.62
10/30/2014 16:00:00,47.73
10/31/2014 16:00:00,48.34
11/3/2014 16:00:00,48.52
11/4/2014 16:00:00,47.79
11/5/2014 16:00:00,46.19
11/6/2014 16:00:00,48.24
11/7/2014 16:00:00,48.04
11/10/2014 16:00:00,48.39
11/11/2014 16:00:00,50.22
11/12/2014 16:00:00,49.82
11/13/2014 16:00:00,50.34
11/14/2014 16:00:00,51.74
11/17/2014 16:00:00,50.8
11/18/2014 16:00:00,51.54
11/19/2014 16:00:00,49.55
11/20/2014 16:00:00,49.74
11/21/2014 16:00:00,48.56
11/24/2014 16:00:00,49.34
11/25/2014 16:00:00,49.62
11/26/2014 16:00:00,49.69
11/28/2014 16:00:00,48.9
12/1/2014 16:00:00,46.33
12/2/2014 16:00:00,46.29
12/3/2014 16:00:00,45.86
12/4/2014 16:00:00,45.66
12/5/2014 16:00:00,44.74
12/8/2014 16:00:00,42.87
12/9/2014 16:00:00,43.38
12/10/2014 16:00:00,41.97
12/11/2014 16:00:00,41.78
12/12/2014 16:00:00,41.4
12/15/2014 16:00:00,40.81
12/16/2014 16:00:00,39.56
12/17/2014 16:00:00,41.16
12/18/2014 16:00:00,43.65
12/19/2014 16:00:00,43.86
12/22/2014 16:00:00,44.52
12/23/2014 16:00:00,44.19
12/24/2014 16:00:00,44.45
12/26/2014 16:00:00,45.56
12/29/2014 16:00:00,45.14
12/30/2014 16:00:00,44.45
12/31/2014 16:00:00,44.48
1/2/2015 16:00:00,43.86
1/5/2015 16:00:00,42.02
1/6/2015 16:00:00,42.26
1/7/2015 16:00:00,42.19
1/8/2015 16:00:00,42.12
1/9/2015 16:00:00,41.33
1/12/2015 16:00:00,40.44
1/13/2015 16:00:00,40.85
1/14/2015 16:00:00,38.54
1/15/2015 16:00:00,38.37
1/16/2015 16:00:00,38.61
1/20/2015 16:00:00,38.39
1/21/2015 16:00:00,39.31
1/22/2015 16:00:00,40.32
1/23/2015 16:00:00,40.26
1/26/2015 16:00:00,41.31
1/27/2015 16:00:00,41.2
1/28/2015 16:00:00,39.87
1/29/2015 16:00:00,41.04
1/30/2015 16:00:00,40.72
2/2/2015 16:00:00,42.19
2/3/2015 16:00:00,43.67
2/4/2015 16:00:00,43.71
2/5/2015 16:00:00,44.2
2/6/2015 16:00:00,43.47
2/9/2015 16:00:00,43.5
2/10/2015 16:00:00,43.26
2/11/2015 16:00:00,42.56
2/12/2015 16:00:00,40.58
2/13/2015 16:00:00,40.75
2/17/2015 16:00:00,40.87
2/18/2015 16:00:00,40.89
2/19/2015 16:00:00,42.34
2/20/2015 16:00:00,43.42
2/23/2015 16:00:00,41.47
2/24/2015 16:00:00,40.82
2/25/2015 16:00:00,40.75
2/26/2015 16:00:00,41.44
2/27/2015 16:00:00,40.67
3/2/2015 16:00:00,39.47
