Date,Close
7/1/2014 16:00:00,23.38
7/2/2014 16:00:00,23.37
7/3/2014 16:00:00,23.51
7/7/2014 16:00:00,23.99
7/8/2014 16:00:00,23.84
7/9/2014 16:00:00,23.85
7/10/2014 16:00:00,23.76
7/11/2014 16:00:00,23.81
7/14/2014 16:00:00,24.11
7/15/2014 16:00:00,23.83
7/16/2014 16:00:00,23.7
7/17/2014 16:00:00,23.27
7/18/2014 16:00:00,23.61
7/21/2014 16:00:00,23.48
7/22/2014 16:00:00,23.68
7/23/2014 16:00:00,24.3
7/24/2014 16:00:00,24.26
7/25/2014 16:00:00,24.42
7/28/2014 16:00:00,24.76
7/29/2014 16:00:00,24.6
7/30/2014 16:00:00,24.54
7/31/2014 16:00:00,23.9
8/1/2014 16:00:00,24.03
8/4/2014 16:00:00,23.9
8/5/2014 16:00:00,23.78
8/6/2014 16:00:00,23.74
8/7/2014 16:00:00,23.62
8/8/2014 16:00:00,23.69
8/11/2014 16:00:00,24
8/12/2014 16:00:00,23.99
8/13/2014 16:00:00,24.31
8/14/2014 16:00:00,24.38
8/15/2014 16:00:00,24.5
8/18/2014 16:00:00,24.79
8/19/2014 16:00:00,25.13
8/20/2014 16:00:00,25.14
8/21/2014 16:00:00,25.15
8/22/2014 16:00:00,25.33
8/25/2014 16:00:00,25.39
8/26/2014 16:00:00,25.22
8/27/2014 16:00:00,25.53
8/28/2014 16:00:00,25.56
8/29/2014 16:00:00,25.63
9/2/2014 16:00:00,25.83
9/3/2014 16:00:00,24.74
9/4/2014 16:00:00,24.53
9/5/2014 16:00:00,24.74
9/8/2014 16:00:00,24.59
9/9/2014 16:00:00,24.5
9/10/2014 16:00:00,25.25
9/11/2014 16:00:00,25.36
9/12/2014 16:00:00,25.42
9/15/2014 16:00:00,25.41
9/16/2014 16:00:00,25.22
9/17/2014 16:00:00,25.4
9/18/2014 16:00:00,25.45
9/19/2014 16:00:00,25.24
9/22/2014 16:00:00,25.27
9/23/2014 16:00:00,25.66
9/24/2014 16:00:00,25.44
9/25/2014 16:00:00,24.47
9/26/2014 16:00:00,25.19
9/29/2014 16:00:00,25.03
9/30/2014 16:00:00,25.19
10/1/2014 16:00:00,24.8
10/2/2014 16:00:00,24.98
10/3/2014 16:00:00,24.91
10/6/2014 16:00:00,24.91
10/7/2014 16:00:00,24.69
10/8/2014 16:00:00,25.2
10/9/2014 16:00:00,25.26
10/10/2014 16:00:00,25.18
10/13/2014 16:00:00,24.95
10/14/2014 16:00:00,24.69
10/15/2014 16:00:00,24.39
10/16/2014 16:00:00,24.07
10/17/2014 16:00:00,24.42
10/20/2014 16:00:00,24.94
10/21/2014 16:00:00,25.62
10/22/2014 16:00:00,25.75
10/23/2014 16:00:00,26.21
10/24/2014 16:00:00,26.31
10/27/2014 16:00:00,26.28
10/28/2014 16:00:00,26.69
10/29/2014 16:00:00,26.84
10/30/2014 16:00:00,26.75
10/31/2014 16:00:00,27
11/3/2014 16:00:00,27.35
11/4/2014 16:00:00,27.15
11/5/2014 16:00:00,27.22
11/6/2014 16:00:00,27.18
11/7/2014 16:00:00,27.25
11/10/2014 16:00:00,27.21
11/11/2014 16:00:00,27.43
11/12/2014 16:00:00,27.81
11/13/2014 16:00:00,28.21
11/14/2014 16:00:00,28.55
11/17/2014 16:00:00,28.5
11/18/2014 16:00:00,28.87
11/19/2014 16:00:00,28.67
11/20/2014 16:00:00,29.08
11/21/2014 16:00:00,29.12
11/24/2014 16:00:00,29.66
11/25/2014 16:00:00,29.4
11/26/2014 16:00:00,29.75
11/28/2014 16:00:00,29.73
12/1/2014 16:00:00,28.77
12/2/2014 16:00:00,28.66
12/3/2014 16:00:00,28.98
12/4/2014 16:00:00,28.87
12/5/2014 16:00:00,28.75
12/8/2014 16:00:00,28.1
12/9/2014 16:00:00,28.53
12/10/2014 16:00:00,27.99
12/11/2014 16:00:00,27.91
12/12/2014 16:00:00,27.43
12/15/2014 16:00:00,27.06
12/16/2014 16:00:00,26.69
12/17/2014 16:00:00,27.35
12/18/2014 16:00:00,28.16
12/19/2014 16:00:00,27.95
12/22/2014 16:00:00,28.24
12/23/2014 16:00:00,28.14
12/24/2014 16:00:00,28
12/26/2014 16:00:00,28.5
12/29/2014 16:00:00,28.48
12/30/2014 16:00:00,28.13
12/31/2014 16:00:00,27.6
1/2/2015 16:00:00,27.33
1/5/2015 16:00:00,26.56
1/6/2015 16:00:00,26.57
1/7/2015 16:00:00,26.94
1/8/2015 16:00:00,27.97
1/9/2015 16:00:00,28
1/12/2015 16:00:00,27.31
1/13/2015 16:00:00,27.56
1/14/2015 16:00:00,27.45
1/15/2015 16:00:00,26.71
1/16/2015 16:00:00,26.5
1/20/2015 16:00:00,27.18
1/21/2015 16:00:00,27.39
1/22/2015 16:00:00,28.1
1/23/2015 16:00:00,28.25
1/26/2015 16:00:00,28.28
1/27/2015 16:00:00,27.29
1/28/2015 16:00:00,28.83
1/29/2015 16:00:00,29.73
1/30/2015 16:00:00,29.29
2/2/2015 16:00:00,29.66
2/3/2015 16:00:00,29.66
2/4/2015 16:00:00,29.89
2/5/2015 16:00:00,29.99
2/6/2015 16:00:00,29.73
2/9/2015 16:00:00,29.93
2/10/2015 16:00:00,30.51
2/11/2015 16:00:00,31.22
2/12/2015 16:00:00,31.62
2/13/2015 16:00:00,31.77
2/17/2015 16:00:00,31.96
2/18/2015 16:00:00,32.18
2/19/2015 16:00:00,32.11
2/20/2015 16:00:00,32.37
2/23/2015 16:00:00,33.25
2/24/2015 16:00:00,33.04
2/25/2015 16:00:00,32.2
2/26/2015 16:00:00,32.6
2/27/2015 16:00:00,32.12
3/2/2015 16:00:00,32.27
