Date,Close
2/21/2020 16:00:00,178.59
2/24/2020 16:00:00,170.89
2/25/2020 16:00:00,168.07
2/26/2020 16:00:00,170.17
2/27/2020 16:00:00,158.18
2/28/2020 16:00:00,162.01
3/2/2020 16:00:00,172.79
3/3/2020 16:00:00,164.51
3/4/2020 16:00:00,170.55
3/5/2020 16:00:00,166.27
3/6/2020 16:00:00,161.57
3/9/2020 16:00:00,150.62
3/10/2020 16:00:00,160.92
3/11/2020 16:00:00,153.63
3/12/2020 16:00:00,139.06
3/13/2020 16:00:00,158.83
3/16/2020 16:00:00,135.42
3/17/2020 16:00:00,146.57
3/18/2020 16:00:00,140.4
3/19/2020 16:00:00,142.71
3/20/2020 16:00:00,137.35
3/23/2020 16:00:00,135.98
3/24/2020 16:00:00,148.34
3/25/2020 16:00:00,146.92
3/26/2020 16:00:00,156.11
3/27/2020 16:00:00,149.7
3/30/2020 16:00:00,160.23
3/31/2020 16:00:00,157.71
4/1/2020 16:00:00,152.11
4/2/2020 16:00:00,155.26
4/3/2020 16:00:00,153.83
4/6/2020 16:00:00,165.27
4/7/2020 16:00:00,163.49
4/8/2020 16:00:00,165.13
4/9/2020 16:00:00,165.14
4/13/2020 16:00:00,165.51
4/14/2020 16:00:00,173.7
4/15/2020 16:00:00,171.88
4/16/2020 16:00:00,177.04
4/17/2020 16:00:00,178.6
4/20/2020 16:00:00,175.06
4/21/2020 16:00:00,167.82
4/22/2020 16:00:00,173.52
4/23/2020 16:00:00,171.42
4/24/2020 16:00:00,174.55
4/27/2020 16:00:00,174.05
4/28/2020 16:00:00,169.81
4/29/2020 16:00:00,177.43
4/30/2020 16:00:00,179.21
5/1/2020 16:00:00,174.57
5/4/2020 16:00:00,178.84
5/5/2020 16:00:00,180.76
5/6/2020 16:00:00,182.54
5/7/2020 16:00:00,183.6
5/8/2020 16:00:00,184.68
5/11/2020 16:00:00,186.74
5/12/2020 16:00:00,182.51
5/13/2020 16:00:00,179.75
5/14/2020 16:00:00,180.53
5/15/2020 16:00:00,183.16
5/18/2020 16:00:00,184.91
5/19/2020 16:00:00,183.63
5/20/2020 16:00:00,185.66
5/21/2020 16:00:00,183.43
5/22/2020 16:00:00,183.51
5/26/2020 16:00:00,181.57
5/27/2020 16:00:00,181.81
5/28/2020 16:00:00,181.4
5/29/2020 16:00:00,183.25
6/1/2020 16:00:00,182.83
6/2/2020 16:00:00,184.91
6/3/2020 16:00:00,185.36
6/4/2020 16:00:00,182.92
6/5/2020 16:00:00,187.2
6/8/2020 16:00:00,188.36
6/9/2020 16:00:00,189.8
6/10/2020 16:00:00,196.84
6/11/2020 16:00:00,186.27
6/12/2020 16:00:00,187.74
6/15/2020 16:00:00,187.74
6/16/2020 16:00:00,193.57
6/17/2020 16:00:00,194.24
6/18/2020 16:00:00,196.32
6/19/2020 16:00:00,195.15
6/22/2020 16:00:00,200.57
6/23/2020 16:00:00,201.91
6/24/2020 16:00:00,197.84
6/25/2020 16:00:00,200.34
6/26/2020 16:00:00,196.33
6/29/2020 16:00:00,198.44
6/30/2020 16:00:00,203.51
7/1/2020 16:00:00,204.7
7/2/2020 16:00:00,206.26
7/6/2020 16:00:00,210.7
7/7/2020 16:00:00,208.25
7/8/2020 16:00:00,212.83
7/9/2020 16:00:00,214.32
7/10/2020 16:00:00,213.67
7/13/2020 16:00:00,207.07
7/14/2020 16:00:00,208.35
7/15/2020 16:00:00,208.04
7/16/2020 16:00:00,203.92
7/17/2020 16:00:00,202.88
7/20/2020 16:00:00,211.6
7/21/2020 16:00:00,208.75
7/22/2020 16:00:00,211.75
7/23/2020 16:00:00,202.54
7/24/2020 16:00:00,201.3
7/27/2020 16:00:00,203.85
7/28/2020 16:00:00,202.02
7/29/2020 16:00:00,204.06
7/30/2020 16:00:00,203.9
7/31/2020 16:00:00,205.01
8/3/2020 16:00:00,216.54
8/4/2020 16:00:00,213.29
8/5/2020 16:00:00,212.94
8/6/2020 16:00:00,216.35
8/7/2020 16:00:00,212.48
8/10/2020 16:00:00,208.25
8/11/2020 16:00:00,203.38
8/12/2020 16:00:00,209.19
8/13/2020 16:00:00,208.7
8/14/2020 16:00:00,208.9
8/17/2020 16:00:00,210.28
8/18/2020 16:00:00,211.49
8/19/2020 16:00:00,209.7
8/20/2020 16:00:00,214.58
8/21/2020 16:00:00,213.02
8/24/2020 16:00:00,213.69
8/25/2020 16:00:00,216.47
8/26/2020 16:00:00,221.15
8/27/2020 16:00:00,226.58
8/28/2020 16:00:00,228.91
8/31/2020 16:00:00,225.53
